SMILES	prop_1	prop_2	prop_3	prop_4
CCC1C=CC=C1	0.5202	0.34902	-2.813457124	5.117
CNCC(=O)NO	3.8645	0.38541	-2.204247799	6.1517
CC(C)C(C)C#N	4.1276	0.48848	-2.853361975	7.841
FCCNNC=N	4.8315	0.41355	-2.163208491	6.4606
On1nccc1F	1.5546	0.39494	-1.604431915	6.9154
Cc1cccnn1	4.1341	0.32582	-2.208942514	3.7618
CC(C)C(C)O	1.6366	0.45133	-2.695476214	7.6285
C1COC2CC2C1	1.5382	0.42521	-2.652029782	7.0305
CC1CNN=CN1	3.3834	0.35925	-2.426019129	5.8082
FC1=COC=CC1	1.4329	0.36779	-2.042627189	5.3339
C#CCC#CC#N	4.7916	0.3956	-1.876367762	5.293
CCC(F)COC	1.711	0.46626	-2.693123009	7.7866
CC1(C)CNN=C1	2.3942	0.36882	-2.621179664	5.7924
Nc1c[nH]nc1O	1.0889	0.38736	-1.929128704	6.4428
CCC(F)C#N	3.7872	0.48392	-1.918936021	7.3699
C=CC1CC1C=C	0.1524	0.37682	-2.769827698	6.436
CN(C=N)C=NN	2.6739	0.33071	-2.204465948	5.2494
CCC(OC)=NN	2.8956	0.37237	-2.510880185	6.259
FC1CC2CC1O2	3.1534	0.4581	-2.244784073	7.9365
O=C1CN=CN1	2.7038	0.3814	-1.688685058	5.1001
CC(O)C(F)C=C	1.4539	0.41773	-2.477096588	7.36
FC=C(C=C)C=C	1.2027	0.33527	-2.327884941	5.5283
C1CON=CC1	3.7072	0.39384	-2.01456445	5.8005
NC1CCC1	1.2189	0.42185	-2.099258856	6.7177
FC1CNC2CC12	1.6023	0.41926	-2.365048716	6.6465
COC(C=C)C=C	1.2494	0.40716	-2.677441965	6.5482
N=CN=CN1CC1	1.2226	0.34978	-2.181651184	5.3243
FC(=C)CNC=N	3.0342	0.39144	-2.170283744	6.4984
CCC1(O)CC1N	1.9705	0.39976	-2.718398562	6.6499
CC#CCC1CN1	1.607	0.43251	-2.54784745	6.6742
CCC(C)(N)CC	1.1739	0.41803	-3.274624616	6.7774
Cn1cc(O)nn1	5.9723	0.36787	-1.904049797	5.9669
CC(=O)CO	2.3439	0.36853	-1.704579894	4.4063
CC1CC=CC1=O	3.7427	0.3467	-2.534311107	3.9739
CC1NC2CC1C2	1.3002	0.41243	-2.811165186	6.6381
CC#CC#CC#N	6.3343	0.34742	-1.895976349	4.148
Fc1ccncc1	0.8127	0.38457	-1.988438699	5.4028
O=C1CNN=CC1	1.0978	0.35058	-2.103416033	4.5111
NC1(CO)CCC1	2.5404	0.412	-2.723713141	6.7453
FC(=C)C#CC=C	1.7894	0.32318	-2.080125702	4.9294
CN(C)N=CC#C	2.8186	0.31459	-2.32601112	5.07
CC(F)C=CC#N	4.0725	0.37952	-2.164762641	6.3289
CC=CN(O)C=O	2.9492	0.35108	-2.181367568	5.7478
FCC#CCC=C	2.147	0.41843	-2.299075654	6.1934
FC(F)(F)C#N	1.4477	0.51099	-1.014574135	7.6655
CC(C)C(F)=C	1.5719	0.42328	-2.325664694	7.498
CC(F)(C#C)C#C	1.9363	0.43024	-2.039531958	6.1818
C=COCCC=O	2.6425	0.3629	-2.394476891	4.2588
CC(F)C(N)CO	3.0278	0.437	-2.509734915	7.2276
C1CNN=CNN1	3.0303	0.34341	-2.166967639	5.0708
NCCC(=C)C=C	1.2475	0.3484	-2.809397219	5.7762
COC=C(C)CF	1.0045	0.38993	-2.463008655	6.6344
Oc1n[nH]c(=O)[nH]1	3.3387	0.38801	-1.661027363	6.729
FCC(C=O)C#N	2.8119	0.3787	-1.85715907	4.3231
CC1NN=CC1O	1.8788	0.36221	-2.307916621	5.6549
CC1(COC1)C#N	3.0286	0.44572	-2.290502671	7.4141
NC1CNC2CC12	1.6193	0.399	-2.615230475	6.5593
OCC1NC1CO	4.1216	0.42017	-2.400042577	7.4823
CC(C)(C)NC=O	3.8474	0.40949	-2.777643926	5.7189
Cc1ncno1	1.9666	0.41349	-1.646037603	6.3043
C1CC(C1)C2CC2	0.1849	0.46395	-2.999178597	8.3701
FC1COC=CC1	1.091	0.40266	-2.271733048	6.7477
CN=C(C)NC=C	1.9457	0.35397	-2.626793494	5.594
CN(C=N)C1CC1	3.7319	0.39059	-2.609330652	6.3017
OCC1CN1	3.2282	0.42982	-1.769704037	7.4039
FCC(=C)C#C	1.8663	0.36731	-1.831890085	5.5563
ON=C(C=C)C#N	4.0544	0.33054	-1.840316328	5.1778
Oc1ncno1	2.5182	0.4081	-1.337916449	6.7882
CC1C(C)N1C	1.0884	0.42955	-2.55456814	7.3641
C1CC2CC2C=C1	0.4522	0.39206	-2.807552305	6.4026
CN(CCN)C=O	3.0142	0.38142	-2.561047007	5.7489
C=Cc1ccc[nH]1	1.4106	0.32199	-2.420405483	5.0073
C=CCC1CO1	1.7135	0.41997	-2.21246298	7.4276
CN(N)C=O	2.7997	0.39342	-1.600255381	5.8351
NC1CCC1F	3.0182	0.42429	-2.117777443	6.777
C1CC(C1)C2CN2	1.8905	0.42938	-2.789624667	7.2183
NC(=O)ONC=O	5.664	0.39668	-1.724887729	5.5512
ONC(=N)C#C	2.7358	0.3631	-1.535117967	5.4068
FCC(=C)OC=O	2.0784	0.39721	-1.964052344	5.8539
CCOC1CC1F	1.1306	0.45308	-2.450138692	7.6745
NC1CNC1C=C	1.9677	0.39057	-2.59556576	6.2719
Cc1cnnn1C	5.1674	0.39453	-2.222685671	5.9747
NN=C(N)NC=N	2.5477	0.36456	-2.030257436	5.8097
CC(O)CCCN	3.5578	0.43141	-2.965240868	7.0917
FC1C2OC1C=C2	0.3868	0.39424	-1.991172064	5.8926
CC=C(CN)CF	2.8372	0.40685	-2.582337037	6.5107
NCCC1CO1	2.8738	0.42944	-2.240740838	6.7648
CCNC(C)(C)C	0.8324	0.3997	-3.266559187	6.4783
CCOC(=C)CN	1.4211	0.40319	-2.722953744	6.5944
CCN1CC1C=C	1.1674	0.39327	-2.788932532	6.4291
OCC=NO	1.3209	0.39954	-1.444972497	6.0222
CC1OCC1C#N	2.9745	0.43884	-2.295860625	7.486
CNN=CC=CF	2.9032	0.31201	-2.133889762	5.143
FC(F)(F)CC=O	1.4214	0.38043	-1.611299758	4.3013
CNC(=O)C=O	2.3622	0.31968	-1.780917013	3.42
Cc1cccn1C	2.2684	0.38226	-2.643116529	6.3294
N#Cc1ccc[nH]1	4.4476	0.35245	-2.02368428	5.7088
OCC1COCO1	2.0266	0.44987	-2.309195807	7.6404
NN(C=C)C=NO	1.5881	0.34041	-2.040056234	5.3167
O=CCCN1CC1	2.2653	0.36534	-2.491980829	4.4092
O=CNC1COC1	2.3694	0.40575	-2.212114106	5.7325
FC1CC1ON=C	2.0642	0.39044	-1.981510156	5.8608
C1CCCCCC1	0.0091	0.48808	-3.267137733	8.9738
CC#CCC(C)N	1.2614	0.41446	-2.794695915	6.6208
C1Cc2[nH]ncc12	2.7127	0.39229	-2.16476939	6.537
COCC(C)(C)O	2.244	0.45595	-2.841224123	7.7763
FCCNCC=O	3.2201	0.36547	-2.278558486	4.2578
CC=CCCF	1.8659	0.41662	-2.319386971	7.2883
O1C=NC=CC=N1	2.1932	0.33585	-1.831517994	4.0193
NC(=O)CC=NO	3.4877	0.39477	-2.012118902	5.7061
CCC1(CF)CN1	1.9121	0.43825	-2.572870351	7.3479
OC(C=C)C1CC1	1.3333	0.41944	-2.688633549	6.9216
CC1C(O)C1O	1.231	0.44263	-2.136675446	7.5005
CC=CC(C)N	1.1904	0.411	-2.571104817	6.615
C1Nc2n[nH]nc12	1.6763	0.35294	-1.729967216	5.7908
CC(C)CC(N)=O	3.5404	0.40963	-2.789292587	5.8177
CC(=O)C(O)=O	4.0646	0.33297	-1.680878049	3.6426
CCC(=C)C(C)F	2.1405	0.41457	-2.791649807	7.3471
CC1=NNCCC1	2.1191	0.36883	-2.627737444	5.7964
FCC(CF)C#C	1.7396	0.46922	-2.074278322	6.7194
COC(C)=C(F)F	1.269	0.41267	-2.005803131	6.7046
COC(=CF)C#C	2.3204	0.35126	-1.972413713	5.4265
CC(=O)C(=C)C#N	6.2404	0.33806	-2.099039918	3.8617
CCC(F)(F)CO	2.6342	0.47579	-2.267390126	8.0705
CC(=CF)C1CC1	1.6818	0.40978	-2.551737675	7.1485
NN=C1NOCO1	1.4852	0.38763	-1.740477737	6.1071
C1C2NC2C3NC13	2.7175	0.41155	-2.364609289	6.7213
O=CC1CCC1=O	4.5629	0.35061	-2.198845039	4.1157
ON=C1COC=C1	0.5805	0.32525	-1.955462687	5.0864
O=C1C=CC2OC12	3.5721	0.3269	-1.959079467	3.5159
COC=COC=C	2.1455	0.37518	-2.360501101	6.0995
CC=C1COCO1	1.0368	0.39532	-2.403506451	6.8066
ON=C(C=O)C#N	5.7721	0.31816	-1.534019397	3.3435
CC(CC#C)C#N	4.1187	0.44769	-2.363848937	6.681
NC=C(F)C(O)=O	4.8577	0.32841	-1.801084236	5.5548
CNNC=NNC	2.0083	0.34532	-2.379566962	5.526
OC1(CCC1)C#N	5.2493	0.45003	-2.298595961	7.2218
CCC1CC(C)C1	0.056	0.473	-3.241995646	8.6369
COC(=O)C(N)=N	1.9961	0.3352	-2.057399689	4.7123
O=CCC1COC1	2.9747	0.36957	-2.390958577	4.3961
CCCCCF	1.8271	0.50929	-2.550004605	9.458
CC1(CCC1)C=C	0.3851	0.41953	-3.00764408	7.3158
OC(C=O)C#N	3.4567	0.35773	-1.524388393	4.0992
CC1OC1CC#C	1.3891	0.45795	-2.43764841	6.7139
N=c1nccno1	4.8104	0.3043	-1.648060949	3.6786
FC=C(C#C)C#N	2.9842	0.34265	-1.672085329	5.5603
Cn1cnc(N)n1	2.377	0.36595	-2.056431289	6.0685
C1CON=CCN1	4.3283	0.37502	-2.256983384	5.4113
FC1CON=CC1	2.167	0.39772	-2.028857244	5.8767
O=CC#CC1CO1	2.8418	0.35761	-1.901829671	3.9509
NC(=N)NCC=C	2.891	0.38883	-2.440495647	6.5343
CC(C)CC1CO1	2.049	0.45332	-2.916304297	8.3334
C1CC2CN2N=C1	3.8059	0.35982	-2.361648414	4.781
CCCOC(C)=O	1.8744	0.43452	-2.669129631	6.011
CCOC=NN	1.3257	0.3737	-2.041508465	6.0593
CC(CC#C)=NO	0.0955	0.40124	-2.221220063	6.2596
NC(N)=CC#N	6.2553	0.3472	-1.779661955	5.7648
CN1CCC(F)C1	2.2623	0.40762	-2.598189083	6.6372
Cn1cn[nH]c1=N	1.3482	0.34726	-2.034586044	5.7768
NN=C1CCNN1	1.9539	0.35802	-2.186350981	5.898
CC1=CCC=C1	0.1451	0.35398	-2.350497852	5.2576
CC1CN1NC=O	4.8946	0.3976	-2.290218357	5.7922
CC#CC(=O)C=O	2.6365	0.30454	-1.943755602	2.8642
CCC=CC(N)=N	3.334	0.3529	-2.643331236	5.4771
CCC(C)OC=O	2.1463	0.43191	-2.662679612	5.9391
CC(C)(N)C(N)=N	3.8245	0.3986	-2.670997225	6.3137
CC(O)C1COC1	2.452	0.42886	-2.604103527	7.3124
NN=CC=CC#C	2.4703	0.29357	-2.119333009	4.7267
CC1C(C)C1C=O	3.7239	0.3789	-2.718990986	4.4616
CNNC(N)=O	4.5183	0.42728	-1.894371855	6.9334
OCCC(=C)C=O	1.8784	0.35018	-2.408777957	3.9295
Nn1nnoc1=N	1.9697	0.34456	-1.439684988	5.7102
CCC(CO)NC	3.0298	0.42232	-2.950209221	6.83
CNN=CC=CN	3.1202	0.29944	-2.397241861	4.9542
OC(=O)COC=C	4.2461	0.39422	-2.117215536	5.9739
C=NOCC=O	3.2316	0.36615	-1.685628195	4.2355
CC(CC#C)C#C	1.0122	0.44566	-2.505048991	6.6731
CC1C(N)C1(C)O	1.4253	0.40218	-2.720006112	6.5633
CNCC(C)=NO	0.7325	0.38683	-2.492439427	6.2176
ONC(=N)NC=N	1.6307	0.38906	-1.890830143	5.9967
CCc1cnn[nH]1	5.1466	0.39313	-2.223789094	5.9021
CC(=CCN)C#C	1.9496	0.36096	-2.557891706	5.7124
O=C1CC(C1)C#N	2.2956	0.37347	-2.099497493	4.3592
CCCCON=C	0.4518	0.39092	-2.683295833	5.826
C=Nn1ccnc1	2.9658	0.3291	-1.985974678	4.9393
C1Oc2c[nH]cc12	2.6331	0.37655	-2.04089418	6.0873
CN(C=O)C(C)=N	0.7263	0.38353	-2.355818443	5.3526
OC1C2CCNC12	2.4404	0.40035	-2.501581741	6.7931
CC(C)CC(N)=N	3.1012	0.40446	-2.874016325	6.354
COC(=C)C(F)F	2.8705	0.40252	-2.018973895	6.97
CN(C)CC=NN	1.4544	0.36154	-2.60256542	5.8916
NC1CON=C1	4.5299	0.38622	-1.810027434	6.0752
ON(CC#N)C=O	2.4035	0.39348	-1.770696869	5.6643
FC(F)C=NN=C	2.4049	0.34776	-1.688182345	3.9699
CN=c1[nH]nno1	1.6025	0.33414	-1.659068244	5.4113
CC1CC1F	1.815	0.48164	-1.839937797	8.4298
CNCCC1CC1	0.8386	0.41293	-3.019844451	6.4978
OC1CC1C(F)F	2.6722	0.4651	-2.021200637	7.7515
Nc1occc1O	0.7035	0.35059	-2.007975477	5.6163
Cc1coc(O)n1	2.6502	0.38888	-2.033078367	6.5222
NC(=O)CO	3.2073	0.40169	-1.534368003	5.7732
NC(=N)C(=O)CO	4.2331	0.33065	-2.041926772	4.1972
FC(F)C1(F)CC1	1.8143	0.51085	-1.876946123	8.7303
N#Cc1nc[nH]n1	6.9626	0.38838	-1.61533377	6.294
CC(CCN)C#C	0.6464	0.42457	-2.784599597	6.7217
FC(C=C)=CC#N	3.4513	0.3295	-1.93947302	5.3154
ON=CC(=O)CF	4.4772	0.33828	-1.71924093	3.8767
CC(CO)=CC=C	1.1633	0.34482	-2.702293455	5.7116
CCC1=NOCO1	2.7225	0.3936	-2.183125208	6.3378
CCC1OCC=C1	1.4332	0.39442	-2.716861536	6.2498
OCC1(F)CC1	1.8187	0.45001	-1.994241833	7.5277
FC(=C)C1CNC1	0.236	0.39418	-2.34537201	6.7071
N=Cn1ccnn1	5.881	0.3618	-1.787524937	4.916
NCC(F)CC=C	1.9524	0.40977	-2.584600057	6.8836
C1CC12CC=CO2	0.9935	0.3858	-2.480348214	6.2645
COC(=O)C#C	1.9099	0.38883	-1.698784809	5.1112
Fc1cnco1	0.6397	0.38984	-1.398474335	6.4563
CCCCC(C)N	1.2969	0.42142	-3.272405366	6.7548
CNc1cnoc1	4.1606	0.34737	-2.079811289	5.4765
NNC(=N)N1CC1	1.395	0.40851	-2.187223827	6.8706
CCC(CO)=NN	2.5081	0.3613	-2.511623976	5.5429
NCC(O)C#C	2.53	0.41416	-2.00052398	6.4549
CN(C)C(N)=N	3.0688	0.39677	-2.192944332	6.5488
FC(F)=CC1CO1	1.7875	0.40558	-1.778815295	7.3209
COC1C(F)C1F	1.8116	0.44495	-1.979185959	7.1923
CC(C=C)=CC#C	0.9172	0.31979	-2.5398337	4.9285
CNNC(=O)CF	1.1561	0.38169	-2.084435695	5.955
C#CC1CC=NO1	3.5737	0.39533	-1.997977926	6.2188
CNc1ncn[nH]1	4.2996	0.37691	-2.048192937	6.4196
CC(N)CC1CC1	1.1674	0.42646	-3.03247161	6.8241
ON=CNCC#C	1.4107	0.37454	-2.011530664	6.3075
FC=C1C=NN=C1	5.0609	0.31831	-1.712541757	3.7902
ON=C1CON=C1	2.6318	0.31966	-1.713953868	4.9162
CC(C)C1COC1	2.0412	0.43488	-2.915907799	7.3836
CC=CC(=C)CO	1.1121	0.35095	-2.703314555	5.7791
NC(=N)NC=O	5.5296	0.38794	-1.7056158	5.2886
CCNCCN	0.5907	0.40654	-2.588636866	6.6412
CNCC(C)=C	0.703	0.39374	-2.562110294	6.2957
CC=CCCCF	2.096	0.41517	-2.788277658	7.2731
OCC1NC1C=C	3.0739	0.39704	-2.48067267	6.6039
O=C1CC=NO1	4.618	0.39	-1.525848713	5.3935
NN=CCNC=O	4.9557	0.38146	-2.124196718	5.781
NN=CC#CC=C	2.0555	0.2961	-2.11633866	4.6065
CCCOCCF	2.9498	0.44665	-2.687260402	7.8424
CC1(C)OCC1O	2.345	0.42828	-2.613966984	7.3846
OCC1CCN1	2.753	0.40077	-2.243888937	6.7454
OC12CC(C1)C=C2	1.3508	0.3878	-2.461026205	6.0205
FCC1CC1CF	1.8623	0.50404	-2.324201008	9.0644
NCC=CF	2.3397	0.40585	-1.641051541	6.4506
N#CC1NCC=C1	5.174	0.38511	-2.196645445	5.924
C=C1CCN2CC12	1.3161	0.3837	-2.58619897	6.2142
CC#CC(C)=CF	1.7708	0.36291	-2.317756233	5.8309
CC1CCC=C1	0.2625	0.41251	-2.57076575	7.0003
Nc1ncc(O)[nH]1	2.276	0.36263	-1.94920672	5.7264
C1CC2COC2C1	1.9393	0.43928	-2.713463571	7.5234
C=C(CC#N)C=O	5.4836	0.34932	-2.094239545	3.9023
O=CC1CCCN1	2.339	0.35643	-2.530328017	4.2434
NCCCCCN	2.5001	0.42328	-3.062571028	6.6986
CC(CF)C(N)=N	2.4797	0.40837	-2.415849712	6.3736
NC1CC1CO	2.6572	0.41711	-2.244578204	6.686
Cc1[nH]ccc1N	1.3042	0.37914	-2.447155665	6.3166
CC=NN=CNO	1.5808	0.34671	-2.04945711	4.8378
COC1CC1C#N	3.5988	0.44359	-2.282631367	7.0669
N=C1NC(=O)C=C1	1.1348	0.33618	-1.941224714	4.2373
C=CC1CCC=C1	0.4479	0.41137	-2.804497501	6.8986
CC	0	0.54364	-1.132012476	9.9126
COC(CO)C=O	3.453	0.36157	-2.305112857	4.1285
C=C(C#N)C1CO1	5.2262	0.38077	-2.052959117	6.0779
Nc1cn(O)nn1	2.6898	0.34425	-1.656176345	5.7688
CC#CC#CC=O	4.6497	0.32478	-1.994866285	3.8105
COC1CC1F	0.9797	0.45869	-1.976730292	7.6677
CCC1(O)COC1	2.631	0.42796	-2.60629362	7.2682
CON=C(C)CN	0.9139	0.38915	-2.488238696	6.1406
CC1(CF)CCN1	2.9362	0.41011	-2.576251414	6.6611
CNC=N	3.8748	0.39464	-1.446098996	6.4666
CC(O)CCC#N	4.1938	0.45962	-2.54021242	7.7669
CC(C)(N)C#C	1.5677	0.42607	-2.317969218	6.6967
N=CNNCC=O	4.03	0.36533	-2.098888068	4.4849
CC1C(N)C1C#C	2.0032	0.41103	-2.548518673	6.3478
NCC(=C)CCO	3.1518	0.3935	-2.731006818	6.7108
FC1C=NOC1=O	3.7848	0.36312	-1.522067837	4.7496
Oc1noc(=O)o1	4.1462	0.42469	-1.399473695	7.0751
O=CC#CC#N	2.6812	0.34337	-1.359069686	3.7311
CCC(C)C#N	4.1277	0.49153	-2.38353916	7.8441
C#Cc1cocn1	1.7343	0.36558	-1.845729496	5.8717
CNN=CCC#N	3.9404	0.35364	-2.189750581	5.7363
N=CNN1CCC1	2.9785	0.38542	-2.385844636	6.4039
OCC(=O)ON=C	3.2326	0.39605	-1.865590581	5.7676
Cc1nncn1N	5.9723	0.4052	-2.008693574	6.0449
O=c1[nH][nH]c(=O)o1	4.4501	0.40632	-1.552443463	6.7455
CC(=O)C(F)C=C	1.48	0.36745	-2.269901326	4.4441
OCC(=C)C=O	1.9275	0.35276	-1.938650585	3.9501
COC(C=C)C=O	2.0038	0.35241	-2.38460955	4.1063
CN(CC#C)C=O	3.7076	0.40038	-2.276427922	5.7876
FC=CCC=O	3.4518	0.37323	-1.791463035	4.4159
CC(F)=CC(F)=C	2.8865	0.34853	-2.113258369	5.8377
CC(F)(CN)CO	0.7785	0.42878	-2.509847892	6.879
C#Cc1nn[nH]n1	2.2587	0.36822	-1.526057573	5.8934
CC=NNC1CC1	1.6576	0.36497	-2.580094081	5.8794
CCC#C	0.8348	0.45699	-1.584790898	6.7308
CC1CC1C	0.1285	0.47074	-2.300043826	8.4483
FC(F)C=CC=C	2.3083	0.35252	-2.113721011	5.9208
O=CNCC1CC1	4.1049	0.40859	-2.533550694	5.8028
OCCOCC=C	0.5029	0.41603	-2.59472645	6.9689
N=C1COC(=N)N1	2.9782	0.39368	-1.950582006	6.3234
CC(C)=C(C)CF	2.1462	0.40807	-2.789174089	6.8377
CCOC(=N)NN	2.7537	0.42086	-2.328256035	7.239
COC(CF)=CC	2.4304	0.39491	-2.463669922	6.5655
CC(N)C=C(F)F	2.5374	0.41676	-2.133825735	6.7687
CCOCON=C	1.2887	0.39383	-2.365616142	5.8628
FC1CC(F)C1F	2.398	0.49047	-1.875477783	8.5258
CN(C)C(=N)C=O	3.6115	0.31428	-2.319955521	3.8756
OC(C#C)C1CC1	1.2267	0.44502	-2.433435293	6.5176
CN1NCCN=C1	2.1614	0.37486	-2.407289982	5.7171
C1CC1CC2CO2	1.9966	0.46962	-2.675939046	8.4008
CC1C(O)C1(C)N	1.0257	0.39855	-2.7187318	6.4746
CCOCC(N)=N	3.5322	0.39733	-2.546324363	6.4102
CN=CNC(C)=O	2.073	0.38121	-2.362566416	5.3146
O=CC1CCCC1	3.2256	0.3788	-2.744130879	4.366
CC1CCCNC1	1.1644	0.39611	-3.063209982	6.3571
O=C(C#C)C1CO1	3.9274	0.3481	-1.902597797	3.9657
NC1CNNC1=O	4.7506	0.36238	-2.125238992	5.4786
NCC(N)C(N)=N	3.0435	0.39764	-2.465639808	6.2972
CC(F)(C=C)C#C	1.9551	0.42585	-2.299388978	6.3992
FCC1COCO1	1.9101	0.46686	-2.168204092	8.168
CNC=C(F)C#N	6.4401	0.32998	-1.95635914	5.1568
CNC(=N)N(C)N	3.3227	0.40499	-2.427910259	6.7849
CN(O)C(=N)C=C	2.9351	0.35108	-2.259564626	5.3143
N=Cn1nccn1	1.9388	0.35964	-1.799115005	5.443
CC=CC(C)=C	0.6647	0.35116	-2.552801674	5.839
OC(=O)C(=O)CF	0.4474	0.32713	-1.68921851	3.5446
COC(C)=CC=C	0.9498	0.3358	-2.699675849	5.559
NC(=N)C(N)=O	1.7902	0.34737	-1.720010044	5.0152
CN(C)CC=NO	0.8224	0.36497	-2.477400874	5.7611
NN=CCCCF	3.2338	0.37201	-2.367991925	5.9935
NC1COC1CO	2.2535	0.42154	-2.400774652	6.8196
CC1=NC(=O)C=C1	5.0876	0.30989	-2.108292082	3.0641
CNCCN1CC1	1.7573	0.41144	-2.800463066	6.4817
NC(=N)C(=O)C#N	6.0251	0.30609	-1.709585451	3.8084
CC(C#C)C(N)=O	3.2461	0.40026	-2.303279211	5.8431
NC=CC(=N)NO	5.7686	0.3406	-2.08434487	5.3942
CC=CC(F)C#C	2.3787	0.40573	-2.299073942	6.2105
CC(C)C=CC#N	4.9852	0.37853	-2.622177509	6.3258
On1cc[nH]c1=N	3.723	0.32287	-1.875964491	5.5531
C1CC1CC2CC2	0.2243	0.47434	-2.994841847	8.5142
COC(C)C(C)C	1.1737	0.44502	-3.149239195	7.7035
CC1=NCCCN1	3.1295	0.38717	-2.657950335	6.0365
CCC=C(C)CF	1.8997	0.41147	-2.788444782	7.1986
CC(C)OC=C	1.0463	0.40775	-2.458437204	6.9833
CC1(C)CC1CN	1.2015	0.42237	-3.033105441	6.6592
CC(N)C1COC1	3.0064	0.42005	-2.712552753	6.818
CC(=NN)C1CN1	2.9661	0.36049	-2.38441257	5.9253
NC=CC(=O)CF	4.3394	0.32003	-2.085846411	4.2342
CC(=O)CC1CO1	2.3268	0.38485	-2.401288477	4.5459
OCC(=C)C=CF	2.7047	0.35092	-2.242078298	5.8967
C=CC(=O)C#N	4.0898	0.34818	-1.618465796	3.8506
CC#CCC(C)=O	3.3094	0.37301	-2.484106605	4.5152
CCC(=O)NC=C	3.3875	0.3695	-2.553981399	5.5943
CCNC(C)C	0.9174	0.41026	-2.796664096	6.6324
ON=C1CC=CO1	1.9703	0.3673	-1.956412342	5.8548
CNCC=COC	0.2719	0.40276	-2.706403743	6.5592
O=CC(=O)C#C	1.2435	0.30438	-1.46106381	2.8287
CCOCC1CO1	1.7083	0.45892	-2.588445618	7.757
NCCCON=C	1.1422	0.37869	-2.476603414	5.832
Oc1cc(F)co1	2.0225	0.37722	-1.749320281	6.2286
FCCC(=O)C#C	2.6048	0.36538	-2.010065599	4.1553
CCC(C)=NN	1.9744	0.37836	-2.362634086	6.0163
OCC1COC1=O	4.8878	0.42116	-2.118214381	5.9411
CCC(O)C1CC1	1.6759	0.45319	-2.922734823	7.6278
CC1CNN=C1C	2.3927	0.36934	-2.627699149	5.8265
C1C=COC2CC12	1.1629	0.4008	-2.430079955	6.5538
CC(C)(O)C(N)=O	4.2874	0.41546	-2.481972037	6.0832
CCOCC=NO	0.9417	0.40036	-2.37236693	6.0249
CN1CCC(C)=N1	2.0902	0.36107	-2.621653831	5.5455
CCC(=C)CC=O	2.4389	0.36341	-2.719428853	4.2576
Nc1nncn1N	6.2945	0.3736	-1.811573498	6.1958
CCC(C)(O)C#N	5.0415	0.46089	-2.534593849	7.544
C#CC#CCC#N	3.6923	0.38553	-1.881527623	4.8825
Nc1nc(O)c[nH]1	3.3564	0.35716	-1.957900683	5.7361
CC1CC(CO)C1	1.5988	0.45515	-2.925961422	7.5213
CCC1(C)CCN1	1.3796	0.40431	-3.033612202	6.5761
CNC1C(N)C1N	1.1522	0.38055	-2.614350854	6.2129
OCC(=CF)C#C	1.4739	0.36355	-1.986254279	5.8443
OC1(CC1)C2CO2	1.8006	0.46871	-2.364277005	7.984
NCCC1CC1F	1.8966	0.42875	-2.571555138	6.7439
CC(F)C(=O)C#C	1.645	0.3577	-2.010367846	4.0061
CC(CC=C)C=C	0.0836	0.41292	-3.007976068	7.3009
FC1=CNC(=O)C1	2.6168	0.34938	-1.887263108	5.3296
CC(C)N1CC1	1.1726	0.42368	-2.547018266	7.4009
FC1C=NN2CC12	3.2415	0.37463	-1.909816733	5.1925
COC(=C)CC#N	4.4334	0.40401	-2.297592902	6.9466
CCC=O	2.9438	0.3803	-1.543631322	4.3167
C=CCC1CCO1	1.621	0.40602	-2.686518314	7.1299
CC=C(C)CC=O	2.9273	0.35665	-2.722444571	4.2516
FC1COC1C#C	1.0847	0.42668	-1.974148889	6.2076
CCC(F)CCN	0.5493	0.43215	-2.818707264	6.7732
CC1(C)OCCO1	1.2132	0.45108	-2.637616541	7.8608
Cc1ccc(C)[nH]1	2.0502	0.37496	-2.65393702	6.1396
CC1CC1(F)F	2.3005	0.48111	-1.860340087	8.4287
FC1CNC1C#C	1.247	0.41781	-2.088354268	6.3916
c1c[nH]cn1	3.827	0.40243	-1.514826067	6.7331
NCC(F)C=C	2.1431	0.40368	-2.112738445	6.6587
OCc1ccc[nH]1	2.3547	0.3724	-2.331357257	6.1838
CNC1COC1C	1.7825	0.41464	-2.710352928	6.6416
CC(N)C#CCF	1.7994	0.41942	-2.328900682	6.2567
CCN1CCC1=O	4.0041	0.40497	-2.546806135	6.1134
CC(C)CC(O)=O	1.4379	0.43639	-2.682279861	6.0142
NCC1=NN=CC1	5.1596	0.36566	-2.195301755	4.9108
CC(C)C1CCO1	1.748	0.43997	-2.921420693	7.4595
CNCC1(C)CO1	2.0481	0.41478	-2.707091877	6.5729
CCC(=O)C=C	3.1323	0.34678	-2.259316788	3.8877
CCC1(O)CC1O	2.8234	0.41922	-2.608822252	7.2438
COCC1CCN1	2.0893	0.40868	-2.699538842	6.7799
CCNCC=NN	1.4385	0.37045	-2.612046323	6.0367
c1cn[nH]c1	2.3327	0.40895	-1.497889353	6.8924
CC(C#N)=C(N)N	5.9148	0.34087	-2.248175033	5.6166
CC(C)C(O)CO	2.6185	0.44197	-2.850353149	7.5809
CNC(C)=NOC	1.9197	0.36948	-2.49256034	6.2347
CC1CCN1	1.3364	0.41159	-2.091601308	6.6339
NCC(=C)CF	2.8518	0.41052	-2.112280793	6.507
